Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Clubhouse,Stove,Fridge,Spa Pavilion,Dryer,Tennis Court,Oven,Parking,Sky Terrace,Fun Pool,Closet,Aircon,TV,Sofa,Pool Deck,Bed,Lounge,Swimming Pool,Wading Pool,Fitness Corner,High Floor,Security,Lap Pool,Gym,BBQ,Hydrotherapy Pool",S$4.29 psf,"New unit! 
Furnish! 
Nice view! 
",D05,,,,,,Flexible,The Trilinq,538 sqft (built up),1 Bed,,,"S$2,308/mo",https://www.99.co/singapore/rent/property/the-trilinq-condo-oBmLMgw7UEJhDdtqQc44jQ
"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Fridge,Steam Room,Tennis Court,Parking,Sky Terrace,Security,Balcony,Fun Pool,Retail Shops,Aircon,Pool Deck,Bed,Karaoke,Spa Pool,Study Room,Fitness Corner,Washer,Pool View,Lap Pool,BBQ,Playground",678 sqft (built up),"1 bedroom for rent
pool view
high floor
renovated",D01,All races welcome,North,,Fully Furnished,,12 months,The Sail @ Marina Bay,1 Bath,1 Bed,Not Allowed,S$5.01 psf,"S$3,400/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-rtpUCCCyitmdxNnFagMJnB
"Bomb Shelter,Playground,Security,Aircon,High Ceiling,Stove,Fridge,Swimming Pool,Dryer,Study Room,Oven,Parking,High Floor,Washer,Fibre Ready,Gym,Balcony","1,130 sqft (built up)","ZENITH @ ZION 
(New listing) 

- 2 + 1 + 1 Bedrooms
- 1130sf
- High Floor
- Unblock View
- No West Sun
- Study & Balcony plus bomb shelter

- Stone throw away from amenities (Great World City)
- Accessible to local & International schools
- Easy access to City & Airport
- AVAILABLE from early Sept

Development Name:	Zenith @ Zion
Property Type:	Apartment
Developer:	Galaxy Capital Pte Ltd
Tenure:	999-year Leasehold
Completion Year:	2011
# of Floors:	13
# of Units:	85
Zenith at Zion has a 999 year leasehold, it is located at 60, Zion Road Singapore, 247785 in District 10 near Tiong Bahru Mrt station, Orchard MRT station and Somerset MRT station. Completed in 2011, it has 13 storeys and comprises of 85 units. It is located in the vicinity of Great world City and Melrose Park. 

Condo Facilities at Zenith at Zion 

Zenith at Zion has full condo facilities such as, swimming pool, playground, gymnasium, car park and 24-hour security. 

Condo Amenities near Zenith at Zion 

Zenith at Zion has a whole range of amenities in the vicinity such as, schools, shopping malls, eating establishments and supermarkets. 

There are special schools located in the vicinity, such as, Association for persons with special needs Delta Senior School and ERC Institute. 

For vehicle owners, traveling to Orchard Road or the business hub from Zenith @ Zion it takes just a few minutes.",D10,All races welcome,South,12,Partially Furnished,Yes,Flexible,Zenith,2 Baths,2 Beds,Allowed,S$3.45 psf,"S$3,900/mo",https://www.99.co/singapore/rent/property/zenith-condo-2LeXTsM53XPdKwgPkaaGAD
"Yoga Corner,Aircon,TV,Sofa,Pool Deck,Fridge,Bed,Lounge,Swimming Pool,Jacuzzi,Fitness Corner,Pond,Dining Room Furniture,Washer,Games Room,BBQ,Balcony",614 sqft (built up),"***Forte Suites***
**MUST RENT!!**

2 bedrooms with 2 baths
Fully furnished 
Queen bed in both rooms

Viewing flexible
Mid floor
City Fringe location
Minutes walk to Farrer Park MRT 
Close proximity to eateries, cafe, shopping mall. 
Bright and breezy Unit! 

Ideal for doctors, nurses and medical specialists working around Farrer Hospital, Novena medical centre etc

Sincere and friendly landlord 

Don&#39;t wait anymore! 

Call 8101 5858 For Viewing Appointment Now! 

Crystal Lo
8101 5858

Our Clients, Our Priority.",D08,,,,Fully Furnished,Yes,Flexible,Forte Suites,2 Baths,2 Beds,,S$4.56 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/forte-suites-condo-US9gAdDnQV46xiqjLoNBUT
"Clubhouse,Bomb Shelter,Security,Aircon,Closet,TV,Sofa,Stove,Fridge,Bed,Wading Pool,Dryer,Steam Room,Playground,Oven,Parking,Washer,Gym,Tennis Court,Balcony",S$4.32 psf,"- 1 bedroom 
- furnished 
- Walk to MRT 
- Nice unit 

Lucas Wang 
Asst. Division Director 
Propnex Realty Pte Ltd L3008022J
Lucas Wang & Associates
Sales & Recruitment
CEA Registration No. R018740F
Cell: 97869666
Powerful Negotiators - The No. 1 Team in Propnex",,,,,Fully Furnished,,Flexible,The Lakefront Residences,506 sqft (built up),1 Bed,,,"S$2,188/mo",https://www.99.co/singapore/rent/property/the-lakefront-residences-condo-q8qCnWKUdDj4mHsPXaocGS
"Sculpture,Fridge,Mid Floor,Balcony,Fun Pool,Jet Pool,Yoga Corner,Aircon,Hammocks,Sofa,Pool Deck,Bed,Lounge,Mini Golf Range,Wading Pool,Playground,Fitness Corner,Dining Room Furniture,Reflexology Path,BBQ",484 sqft (built up),"The Poiz Residences is a large mixed use development located in District 13. As well as 77 retail units and 7 restaurants inside the development (in a separate 2 storey block), there are 731 residential units. These are divided into three distinct types – Suites, Urban and Habitat, which are designed and marketed at specific demographics. Location wise The Poiz Residences is very hard to beat. It is situated right next to Potong Pasir MRT giving commuters and shoppers a quick and easy journey, while there are many good eateries to choose from in easy walking distance from the development. The Poiz Residences also offers a good range of facilities such as a gymnasium, swimming pool and children’s pool.

MCC Land (Singapore) Pte Ltd is under MCC Group in Singapore is a subsidiary of the Fortune 500 company Metallurgy Corporation of China Ltd. It is a total development services provider with ability in property development, construction and project management, as well as engineering services.

The Poiz Residences– Unique Selling Points

Convenience is a huge factor in the success of The Poiz Residences. As well as having a number of eateries in easy walking distance, it has 77 retail units and 7 restaurants in the development itself. The Poiz Residences is also right next to the MRT which gets you to the CBD and/or Orchard Road in under 15 minutes. The development itself has very cleverly divided its unit types into three categories each one targeted at a specific demographic.

The Poiz Residences – Accessibility

Potong Pasir MRT Station on the North East line is right next to The Poiz Residences meaning it is an easy 15 minute commute to the CBD. In the other direction it is just 2 stops to the Serangoon Interchange where NEX is also located. A bus stop outside The Poiz Residences takes you to, among other places Clementi, Geylang, Hougang and Sentosa.The Poiz Residences is also ideally situated to get you quickly (traffic allowing) onto the PIE and CTE, which means you can drive to both the CBD and Orchard Road in around a quarter of an hour.

The Poiz Residences - Amenities & Attractions

Dining near The Poiz Residences:
Casuarina Curry Restaurant
River South Prawn Mee
Ser Heng Herbs Restaurant
Tian Wai Tian Fish Head Steamboat
Shopping near The Poiz Residences:
NEX
Schools and Education near The Poiz Residences:
St Andrew's Secondary School
St Andrew's Junior School
Cedar Primary School

The Poiz Residences - Project information

The Poiz Residences consists of 731 residential units set in eight 18 storey towers, and is part of a larger development which includes the Poiz Centre which is made up of 77 retail units and 7 restaurants in a separate 2 storey building. The residential units at The Poiz Residences have been differentiated into three distinct types, each aimed at a different market. The suites are smaller, and are aimed at the rental market and solo occupants. The Urban units are slightly larger and would also appeal to young couples, while the habitat units at The Poiz Residences are large and suitable for families. Facilities include a gym, swimming pool, children’s playground and children’s pool.
",D13,,North South,,,,Flexible,The Poiz Residences,1 Bath,1 Bed,,S$5.17 psf,"S$2,500/mo",https://www.99.co/singapore/rent/property/the-poiz-residences-condo-JsJnxMsEa2ZkxuFhparDWU
"Roof Terrace,High Ceiling,Stove,Fridge,Bathtub,Walk In Closet,Dryer,Oven,Corner Unit,Balcony,Patio / PES,Aircon,Closet,Maid Room,Sofa,Greenery View,Bed,TV,Utility Room,Study Room,Dining Room Furniture,Washer,Fibre Ready","4,058 sqft (built up)","BEAUTIFUL CHARMING TERRACE HOME AT THE SPRINGSIDE
Call Sharon Eileen 918 18 546 Now!

* Keys on Hand
* Be the first to stay in this beautiful terrace home
* Landed-style living 
* Full Set Curtains Dry-cleaned
* Professionally Cleaned
* Polished Floorings
* Furnishings can be discussed

* Gracious Green Living & Tranquility
* Quiet and Serene Ambience
* Escape from the City
* Fully Furnished and Well Maintained House
* Big and Spacious 5 Bedrooms with ensuite baths in all bedrooms
* Whoppingly Generous Master Bedroom with a Walk-in Wardrobe
* Lush Greenery Views surrounds and Quiet cosy environment
* Huge roof terrace and patio overlooking the lush greenery for your alfresco dining or BBQ gatherings
* Spacious car porch 

Nearest MRT Station: Khatib MRT Station

Easy access to SLE/BKE

Amenities near The Springside 
* Northpoint Shopping Center
* Yishun Ten Complex
* Sembawang Shopping Center
* Vista Point

NEARBY INTERNATIONAL SCHOOLS: Singapore American School (SAS), GEMS World Academy

Call SHARON EILEEN NOW @ 918 18 546 or email her at sharoneileen.tan@citiprop.com",,All races welcome,,,Flexible,,Flexible,The Springside,6 Baths,5 Beds,Allowed,S$1.11 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/property-in-singapore-landed-Cdkk2Eh52gRrxEzdKovptR
"Stove,Fridge,Low Floor,Dryer,Oven,Balcony,Walk In Closet,Bathtub,Renovated,Closet,TV,Sofa,Greenery View,Bed,Aircon,Dining Room Furniture,Washer,Fibre Ready",420 sqft (built up),"CHARMING CONSERVATION & APARTMENT HOMES @ LOTUS AT PAYA LEBAR!
VIEW ALL AVAILABLE APARTMENTS IN ONE APPOINTMENT!  CALL SHARON EILEEN 918 18 546
** 1, 2, 3 & 4 Bedroom Apartments Available **

* Direct Landlord Agent 
* No Agent Fee from Tenant
* Keys on Hand
* Beautifully Renovated 
* Newly Painted 
* Full Set Curtains Dry-cleaned
* Professionally Cleaned
* Polished Floorings
* Furnishings can be discussed
* Available for short term stay

* Spacious good size Studio Bedrooms
* Master Ensuite Bath
* Ample space built-in wardrobes, window dressings, refrigerator, washer and dryer, cooker hood, cooker hob
* Nice Layout
* Fully Airconditioned
* No Pets Policy

* Bright and Breezy 
* Quiet Environment 
* Peaceful Neighbourhood

FACILITIES:
* Start your work day with complimentary breakfast on the house
* 24-hour Security
* Swimming Pool & Sun Deck
* Sky Terrace
* Gymnasium
* 24-hour Standby Maintenance
* No Minor Repair Clause
* Complimentary Bi-Monthly Aircon Servicing 

NEARBY AMENITIES: Paya Lebar Square, SingPost Centre, One KM, City Plaza

NEARBY MRT: 3 mins away from Paya Lebar MRT

ONE Appointment and View ALL Available Units!

Call SHARON EILEEN NOW @ 918 18 546 or email her at sharoneileen.tan@citiprop.com",D14,All races welcome,,,Flexible,,Flexible,Lotus at Paya Lebar (East Wing),1 Bath,1 Bed,Not Allowed,S$5.24 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/lotus-at-paya-lebar-east-wing-condo-vftMY4RvbHrTHstxCL8vi
"Clubhouse,Games Room,Stove,Fridge,Sauna,Dryer,Tennis Court,Oven,Parking,Security,Closet,City View,Fibre Ready,Renovated,Aircon,Maid Room,Swimming Pool,Jacuzzi,Playground,High Floor,Washer,Bathtub,Gym,BBQ","1,432 sqft (built up)","4-bedroom @ The Bayshore, Bayshore Rd
 
- Partially furnished

- Excellent condition, newly painted, flooring newly varnished ! !

- Very high floor, very bright, very windy !

- Panoramic sky and sea view, like living in the sky !

- Full condo facilities : car park, security, gymnasium, sauna, club house, tennis courts, swimming pool, wading pool, jacuzzi pool, water basket ball, billiards, karaoke room, lounge, multi purpose hall, jogging track, playground, aerobics room, games room and bbq pits

- Close to East Coast Park, jogging tracks, cycling tracks and the sea

- Regular shuttle bus services available to Bedok MRT, Siglap, Marine Parade and Parkway Parade. Private bus services to Suntec City, Raffles Place and Shenton Way


9121 9898 Julian, ERA

Owners selling/renting welcome",D16,All races welcome,,,Partially Furnished,,Flexible,The Bayshore,3 Baths,4 Beds,Allowed,S$2.79 psf,"S$4,000/mo",https://www.99.co/singapore/rent/property/the-bayshore-condo-qxph2Mf5KoTHRgKvtogWDW
"Clubhouse,Security,Aircon,Swimming Pool,High Ceiling,Greenery View,Gym,Fridge,Bed,Sauna,TV,Wading Pool,Squash Court,Playground,Parking,Dining Room Furniture,Washer,Stove,Tennis Court","1,528 sqft (built up)","** 3BR @ CHUAN PARK - FOR RENT!! **

- FULLY FURNISHED
- IMMEDIATELY AVAILABLE
- Super bright and breezy unit
- Fully equipped kitchen
- Well maintained
- 100% move-in condition
-- 2mins drive to CTE exit AMK Ave 1
- Conveniently located
- MANY EATERIES NEARBY!!!
- NO AGENT FEES!!!
- AVAILABLE IMMEDIATELY

MRT:
- 3mins walk to Lorong Chuan MRT

Schools:
- 5mins walk to Nanyang JC
- 6mins walk to St. Gabriel's Pri Sch
- 8mins walk to CHIJ Lady Of Good Counsel

Shopping Malls:
- 10mins walk to Nex Shopping Mall & FairPrice Xtra
- 10mins walk to Serangoon Central Market
- 4mins drive to FairPrice @ Serangoon Central
- 4mins drive to Giant Super @ 266 Serangoon

-- --

** Contact me at 96977329 for a non-obligatory viewing appointment today!",D19,,,,Fully Furnished,Yes,Flexible,Chuan Park,2 Baths,3 Beds,,S$2.16 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/chuan-park-condo-7Cj22JLpXJfyzNqjGPKATT
"Renovated,Aircon,Stove,Fridge,Dual Key,Dryer,Oven,Washer,Fibre Ready,Closet",360 sqft (built up),"A1 condition !  
  
High end finishing with fully equipped kitchen !

Clean and comfortable

Facilities : lap pool, gymnasium, bbq pits, car park and security

Adjacent to Paya Lebar MRT, food centres, a vibrant blend of famous eateries and many of them open round-the-clock, shops, complete amenities, supermarkets like NTUC, Giant, Cold Storage and several shopping centres like Paya Lebar Square, S'pore Post Centre, Tg Katong Complex, City Plaza and One KM 


Rental inclusive of air con servicing once every two months arranged by the landlord

For viewing, pls call 

9121 9898 Julian, ERA 

Owners selling/renting welcome",D14,All races welcome,,,Partially Furnished,,Flexible,Lotus at Paya Lebar (East Wing),1 Bath,1 Bed,Not Allowed,S$5.56 psf,"S$2,000/mo",https://www.99.co/singapore/rent/property/lotus-at-paya-lebar-east-wing-condo-q49cAMC33YWujWjfEgDQ37
"Ground Floor,Bathtub,Aircon,High Ceiling,Stove,Fridge,Parking,Washer,Fibre Ready,BBQ",894 sqft (built up),"RE: 2 bedroom @ Gideon Lodge

- Cosy apartment ideal for couple and small families.

- Fully air-conditioned with high ceiling with cosy living area and 2 bedrooms with full height built in wardrobes and plenty of storage.

- Master bedroom comes with attached bathroom and bathtub.

- Kitchen is equipped with kitchen cabinets, fridge, cooker & cooker hood.

- Utility area has a washing machine and laundry-drying facilities.
 
 ",D15,All races welcome,North South,,Partially Furnished,,24 months,Gideon's Lodge,2 Baths,2 Beds,,S$2.68 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/gideons-lodge-condo-AK8jdTYMo5c6b8Kew4xfh
"Aircon,Renovated,Bed,Fridge",300 sqft (built up),"Liang Seah Place $2,300 + $111.58 (7% GST)*
_(1 Bedroom studio style Apartment on 3rd Level of Conservation Shophouse)_
*-Size: 300 sqft*
*-2 minutes walk to Bugis MRT*
*-Fully Furnished*
*-Starhub Cable TV included*
*-Air Con Servicing Borne by Landlord*
*-No Minor Repair Clause*
*-Available immediate*
*-24 Hours Security*
*-Served by lift*
*-Roof Garden*

Call Bryan Lee @ 8394 7777 for viewing appointment!",D07,All races welcome,,03,Fully Furnished,,12 months,Liang Seah Place,1 Bath,Studio,,S$8.33 psf,"S$2,500/mo",https://www.99.co/singapore/rent/property/liang-seah-place-condo-uGP9rts6ABMwVFuNHdE83T
"Security,Aircon,Maid Room,Stove,Fridge,Low Floor,Swimming Pool,Parking,Washer,Gym,BBQ","1,776 sqft (built up)","Spacious 4bedrooms unit in District 10!
Prime location!
Luxurious apartment!
Quiet environment!

* bus services available
* near Stevens MRT, Orchard & Newton MRT
   Stations
* short distance drive to Orchard Road
* near schools & amenities

Please call/sms Novene Ng @ 90676014 to arrange a viewing now!",D10,,,,,,Flexible,Orange Regency,4 Baths,4 Beds,,S$3.83 psf,"S$6,800/mo",https://www.99.co/singapore/rent/property/orange-regency-condo-2HT3AXKTTanj7kmxoP2QoC
"Ground Floor,Patio / PES,Security,Aircon,Maid Room,Greenery View,Gym,Sauna,Swimming Pool,Steam Room,Parking,Washer,Pool View,Stove","1,776 sqft (built up)",Ground floor lovers! Pool view! Quiet and peaceful environment! Spacious 3bedrooms unit! Resort style of stay! Luxurious stay in District 10! Minutes walk to Orchard MRT Station! Bus services available! Near Schools & amenities! Short drive to Orchard Road! Please call/sms Novene Ng @ 90676014 to arrange a viewing now!,D10,All races welcome,,,,,Flexible,Grange 80,4 Baths,3 Beds,,S$4.11 psf,"S$7,300/mo",https://www.99.co/singapore/rent/property/grange-80-condo-qaafpcz6DWcsyXhKfGPY6m
"Water Feature,Stove,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Parking,Outdoor Dining,Security,Fun Pool,City View,Pavilion,Aircon,Maid Room,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,High Floor,Washer,Gym","2,303 sqft (built up)","AWARD-WINNING ARCHITECTURE. LUXURIOUS PRIVATE LIFT. 15 MIN WALK TO ORCHARD MRT. 10 MIN WALK TO PARAGON. 3 MIN WALK TO AC SCHOOL. 
(Available for immediate move-in)

ALBA Condominium is a one of the most sought-after luxury condominiums in Cairnhill as it is designed by the award-winning firm 'Arquitectonica'. With a private lift and a splendid view of the city, this condo boasts luxury, privacy and space. Situated at a walking distance to the world-renowned shopping belt Orchard Road.

ALBA also provides various amenities such as shopping malls ie. Paragon & ION Orchard, restaurants, cinemas and supermarkets ie. NTUC, Cold Storage. This residence is also suitable for families with children who are schooling as several number of schools ie. Anglo-Chinese School, Singapore Management University & Barker Rd Methodist Church Kindergarten are of a walking distance. With its finest qualities and splendid amenities, ALBA definitely screams luxury.

For more info, please call Ethan Tan @ 8100 5555",D09,All races welcome,North,,Partially Furnished,Yes,Flexible,Alba,4 Baths,4 Beds,Allowed,S$5.12 psf,"S$11,800/mo",https://www.99.co/singapore/rent/property/alba-condo-crwzsdMWRhT4xVTtdkqYjA
"Clubhouse,Bomb Shelter,Bathtub,Renovated,Aircon,Stove,Tennis Court,City View,Closet,Jacuzzi,Study Room,Oven,High Floor,Washer,Fibre Ready,Lap Pool,Fridge,Balcony",667 sqft (built up),"RE: 1 bedroom +Study room with a balcony@ Beacon Heights

- Super High floor with city view

- Proper study room that could fit a single bed and the unit comes w a house shelter for storage. 

- Bright and breezy

- Partially furnished with fridge and washing machine, roller blinds and curtains.

- 10 min walk to Boon Keng MRT

- 3 to 5 mins walk to bus stop. 

- Available: End Feb 2019

- Ideal for single or couple.",D12,All races welcome,North South,,Partially Furnished,Yes,12 months,Beacon Heights,1 Bath,1 Bed,Not Allowed,S$3.45 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/beacon-heights-condo-fWD2Uh2zevCSnsr9vBycJR
"Renovated,Aircon,Greenery View,Fridge,Utility Room,Dryer,Oven,Washer,Bathtub,Stove,Closet","2,400 sqft (built up)","** Conservation Home - Rustic with modern touch **

CALL SHARON EILEEN 918 18 546!

2-storey conservation pre-war home
Conveniently located
Heritage living next to Orchard Road
Stone’s throw to Little India MRT and only 5 mins walk to Dhoby Ghaut MRT, Plaza Singapura
Short stroll to Orchard Road shopping malls, Somerset MRT
City Hall MRT, Raffles Place, many amenities

AMENITIES:
Short walk to SMU Singapore Management University, Suntec City, City Hall, Supermarket, Cafe, Bank, Bugis Junction, Sunshine Plaza, and much more

Absorb the rich cultural heritage of Singapore by living in one of these beautifully restored conservation shophouses.

Your rustic home is located along Niven Road and near the fine eateries and Central District shopping areas.

Enjoy the rare experience of living in a stylish traditional terrace house in Singapore with all the modern conveniences.

Comprising 3 bedrooms, 3 bathrooms and a spacious living area, your home, a restored 2-storey pre-war homes at Niven Road, have retained the original character of the buildings' architecture. Its unique columns, motifs and walkways, timber window shutters and the height of the building, gives an air of lingering nostalgia, spicing up the charm of living in this home rich in heritage.

The living and dining room are of ample proportion that 2 sets of large size furniture can be fitted in. Some modifications to the house were done to ensure skylight filter into the house, and the interior is always cool during the hot days.

Located off Selegie Road, you will have easy access to the CBD, Little India and shopping centres, as well as a wide range of amenities.

If vintage and accessibility appeal to you, a home at Niven Road will be the ideal choice of living.

Call SHARON EILEEN NOW @ 918 18 546 or email her at sharoneileen.tan@citiprop.com",D09,All races welcome,,,Partially Furnished,Yes,24 months,Niven Road,3 Baths,3 Beds,Allowed,S$2.71 psf,"S$6,500/mo",https://www.99.co/singapore/rent/property/niven-road-landed-hzVJ2Z9ZRjS8VbNFrctBxm
"High Ceiling,Stove,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Dining Room Furniture,Mid Floor,City View,Renovated,Closet,Maid Room,Sofa,Bed,Aircon,Utility Room,Study Room,TV,High Floor,Washer,Bathtub","3,186 sqft (built up)","5 MINS WALK TO ORCHARD RD. FULLY FURNISHED. SHORT TERM LEASE (3 MONTHS) AVAILABLE.4 BED 4 BATH.

For more info, please contact Ethan Tan @ 8100 5555. 

FACILITIES:
> 50m swimming pool 
> Jacuzzi 
> Children’s pool
> Clubhouse with gourmet kitchen
> Gym
> Spa room 
> Steam room
> Children’s playground 
> BBQ Terrace 
> Garden lounge.",D10,,,,Fully Furnished,,Flexible,Ardmore Residence,4 Baths,4 Beds,,S$5.65 psf,"S$18,000/mo",https://www.99.co/singapore/rent/property/ardmore-residence-condo-QawRKXaKvGsNecL8s66JNC
"High Ceiling,Stove,Fridge,Low Floor,Jacuzzi,Oven,Parking,Security,Renovated,Closet,Swimming Pool,TV,Sofa,Bed,Aircon,Wading Pool,Playground,Dining Room Furniture,Washer,Fibre Ready,Lap Pool,Gym,BBQ","1,313 sqft (built up)","Call Alfred Lee now! 9488 4418
- Fully furnished
- Move-in condition
- Immediate availability
- 600 m to Newton MRT
- 800 m to Newton Circus Food Centre
- Quiet surroundings. 
- Easy access to Orchard Road
",D10,All races welcome,,04,Fully Furnished,,Flexible,Ventuno Balmoral,2 Baths,3 Beds,Not Allowed,S$3.50 psf,"S$4,600/mo",https://www.99.co/singapore/rent/property/ventuno-balmoral-condo-VkCditXUECXoNAsfDtXduM
"City View,Fibre Ready,Renovated,Aircon,TV,Stove,Fridge,Closet,Bathtub,Dryer,Oven,Washer,Pool View,Balcony","2,260 sqft (built up)","- Living In the Heart of the City
- MRT just a stone throw away
- Surrounded by Shopping Malls and just right in your development 
- Available in Mid July
- Don’t miss this beautiful unit",D06,All races welcome,South East,,Partially Furnished,Yes,Flexible,Eden Residences Capitol,4 Baths,3 Beds,,S$5.31 psf,"S$12,000/mo",https://www.99.co/singapore/rent/property/eden-residences-capitol-condo-dtCpUm8ZrTHXP7QqbKDt6N
"Clubhouse,Open Terrace,Stove,Fridge,Sauna,Jacuzzi,Dryer,Steam Room,Tennis Court,Oven,High Floor,Security,City View,Closet,Aircon,TV,Sofa,Greenery View,Jet Pool,Wading Pool,Bed,Utility Room,Hydrotherapy Pool,Playground,Dining Room Furniture,Washer,Lap Pool,Gym,BBQ,Hydrotherapy Pool",926 sqft (built up),"> 2-MIN WALK TO TANJONG PAGAR MRT
> FULLY FURNISHED
> HIGH FLOOR

Please call Ethan @ 8100 5555 for viewing.

Icon is a 99-years leasehold development located at 10 Gopeng Street Singapore 078878, at the heart of the Central Business District (CBD), in District 02 near Tanjong Pagar MRT Station. 

Specially designed to face the panoramic scenery of the sea and to hide from the scorching afternoon sun, Icon is certainly a place for individuals inclined towards contemporary living. From the specially designed full-height bedroom windows, witness the unobstructed and picturesque view of the bustling business district. 

Sweat it out at the gym at the 31st floor, which features state-of-the-art equipment and beautiful view. Taking a rejuvenating dip in the 50 metres lap pool on the 7th floor. Unsure of a place to hang out with your friends? Fret now, simply invite them over to hang out at the timbre deck or the outdoor terrace. Watch a movie in the comfort of your own home as the theatre lounge is right at your doorstep! Relax after a stressful day at work with a massage at the aroma area, or soothe your tense muscles in the hot tub. Icon provides an ideal social experience without ever having to leave the home. 

In need of a retail therapy? Head down to ICON Village Shopping, Amara Shopping Centre, International Plaza and Tanjong Pagar Plaza for a quick shopping spree. You’ll never have to be hard-pressed searching for places to hang out at after work. You're a stone's throw away from the city’s most lively nightlife spots such as Duxton Hill, Club Street and Clarke Quay. 

With a myriad of restaurants and eating establishments which are within reach, you’ll be spoilt for choice with the countless food options present. Maxwell Road Food Centre, Amoy Street Food Centre and Tanjong Pagar Plaza Block 6 Market And Food Centre are all located within walking distance.",D02,All races welcome,,,Fully Furnished,,Flexible,Icon,2 Baths,2 Beds,,S$4.97 psf,"S$4,600/mo",https://www.99.co/singapore/rent/property/icon-condo-mdoE9iazJs4GJbH2ibCV7m
"Bomb Shelter,Bathtub,Renovated,Aircon,Security,Greenery View,Gym,Fridge,Closet,Jacuzzi,Swimming Pool,Wading Pool,Dryer,Playground,Oven,Parking,Washer,Fibre Ready,Stove,Balcony","1,087 sqft (built up)","3-bedroom @ The Sound, East Coast Rd


 Beautiful modern design + wet and dry kitchen 

 Excellent condition, newly painted !

 Facing south, no afternoon sun

 Situated amidst the quiet and peaceful neighbourhood of Telok Kurau and East Coast

 Comprehensive recreational facilities : security, car park, swimming pool, children's pool, gymnasium, bbq area, function room and playgrounds

 Close to many eateries, supermarkets like Cold Storage, NTUC and Giant, Siglap Centre, amenities, East Coast Park, jogging tracks, cycling tracks and Parkway Parade Shopping Complex, for shopping, dining and lifestyle delights


9121 9898 Julian, ERA Realty

Owners selling/renting welcome",D15,All races welcome,North,,Partially Furnished,,Flexible,The Sound,3 Baths,3 Beds,Allowed,S$3.86 psf,"S$4,200/mo",https://www.99.co/singapore/rent/property/the-sound-condo-yhTXWnHGe2VCUyCTyLWQdZ
