Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Bomb Shelter,Bathtub,Renovated,Aircon,High Ceiling,Stove,Fridge,Maid Room,Utility Room,Dryer,Study Room,Oven,Washer,Patio / PES,Balcony","6,000 sqft (built up)","Renovated semi D, with swimming pool, garden , 5 bedrooms with attached baths, helper’s room with helper’s bath, store room. 

Minutes to amenities.",D15,,,,Partially Furnished,,24 months,Crescent Road,6 Baths,5 Beds,,S$2.33 psf,"S$14,000/mo",https://www.99.co/singapore/rent/property/crescent-road-landed-KczKx9VZwdgeLMxjBCcys6
"Dishwasher,Bathtub,Closet,Aircon,Maid Room,Greenery View,Fridge,Dryer,Oven,Patio / PES,Stove,Balcony","4,500 sqft (built up)","Newly renovated pool/ bungalow! At Holland heights.

-brand new pool , Brand new kitchen, brand new toilets brand new floors, brand new air cons, brand new lights, brand new appliances! 
-Big big garden, lots of space for cycling and running for kids! ( garden estimated 3000 sqft)
- Only 2.5 floors!
- 5 big spacious rooms with new Ensuite toilets. Big family area on 2nd floor. Maidsroom with ensuite toilet.
-  Park up to 5 cars or more! 
- very quiet and tranquil. 
- minutes to Holland and MRT. 

View to appreciate! Daily viewings! Keys on hand.",D10,,,,Partially Furnished,Yes,24 months,Holland Heights,7 Baths,5 Beds,,S$4.00 psf,"S$18,000/mo",https://www.99.co/singapore/rent/property/holland-heights-landed-B4TDtYY9gzMnY2wix5PorK
"City View,Bathtub,Closet,Aircon,Swimming Pool,Maid Room,Stove,Fridge,Jacuzzi,High Ceiling,Utility Room,Dryer,Study Room,Parking,Washer,Patio / PES,Lap Pool,Balcony","4,600 sqft (built up)","Brand New bungalow with swimming pool!

2car park lots.

First floor- pool, living , dining, powder room with bath facilities, dry kitchen, wet kitchen, 2 store rooms, maid’s room, maid’s toilet and yard. 

2nd floor- master room , walk-in wardrobe, Ensuite toilet. 
                Room with ensuite toilet

3rd floor - 2 rooms with jack and Jill toilet
                 1 room ensuite toilet",D15,,,,Partially Furnished,Yes,24 months,Wilkinson 8,6 Baths,5 Beds,,S$3.91 psf,"S$18,000/mo",https://www.99.co/singapore/rent/property/wilkinson-road-landed-bjHhBAfCPALfvEpcuMX7aP
"Security,Closet,Aircon,Maid Room,Greenery View,Gym,Fridge,Wading Pool,Utility Room,Squash Court,Playground,Oven,Parking,Washer,Bathtub,Lap Pool,Stove,BBQ","2,153 sqft (built up)","*Very spacious 4 bedroom private apartment for rent*

*Ideal for big family*

All bedrooms are very spacious 
1 master with attached bath 
1 Junior master with attached bath
1 Helper’s room 
Partially furnished with White goods
Well maintained
Unblocked view
Bright and well ventilated 
No West Sun
Available immediate 

*Please call Cindy to view the unit*
",D28,All races welcome,North East,,Partially Furnished,,Flexible,Mimosa Park,4 Baths,4 Beds,,S$1.53 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/mimosa-park-condo-c3NWf455rwdT7Z99KiSuuZ
"Gym,Fridge,Sauna,Jacuzzi,Waterfall,Oven,Parking,Balcony,Aircon,Greenery View,Pool Deck,Wading Pool,Playground,Fitness Corner,High Floor,Security,Bathtub,Lap Pool,BBQ,Hydrotherapy Pool","1,066 sqft (built up)","Vacant Unit ready to move in.
High floor unit with superb city view
Spacious 2 Br unit, With proper enclosed kitchen & yard area

*Within 3 mins walk to Paragon, Mount E Hospital and *Orchard shopping belt
*Fully furnished unit 
*Easy excess to MRT, eateries, restaurant & etc 

For viewing, call 81381050",D09,,,,Fully Furnished,Yes,Flexible,Rhapsody On Mount Elizabeth,2 Baths,2 Beds,,S$4.13 psf,"S$4,400/mo",https://www.99.co/singapore/rent/property/rhapsody-on-mount-elizabeth-condo-kwUsUkYJEpQV5MYCHCHP97
"Clubhouse,Water Feature,Stove,Dishwasher,Fridge,Dryer,Tennis Court,Oven,Parking,Sauna,Security,Fun Pool,Bomb Shelter,Renovated,Aircon,Maid Room,Swimming Pool,Jacuzzi,Playground,Fitness Corner,High Floor,Washer,Bathtub,Lap Pool,Gym,BBQ,Hydrotherapy Pool",985 sqft (built up),"2room
Maid Room with own toilet 
good size room with full-height floor to ceiling  windows 
Panoramic view of multi-million$$ properties.
Most apartments are facing either water or the beautiful landscaping

Opposite RGS!!!
Belmond Green is a sought after address  Specialty shops and the malls of Orchard Road, fine clubs, hotels and restaurants are less than 5-minutes drive away.
Available 1/03/2019

Call Adeline 81881567",D10,All races welcome,South,,Partially Furnished,,24 months,Belmond Green,3 Baths,2 Beds,Not Allowed,S$3.76 psf,"S$3,700/mo",https://www.99.co/singapore/rent/property/belmond-green-condo-uqhHWCArk2NpopNEzxvCkk
"City View,Security,Closet,Aircon,Maid Room,Greenery View,Squash Court,Gym,Fridge,Wading Pool,Dryer,Playground,Oven,Parking,Washer,Bathtub,Lap Pool,Stove,BBQ","2,153 sqft (built up)","*Very spacious 4 bedroom private apartment for rent*

*Ideal for big family* or *Professionals looking for a quiet environment*

All bedrooms are very spacious 
1 master with attached bath 
1 Junior master with attached bath
2 spacious bedrooms sharing a bath 
1 Helper’s room 
Partially furnished with White goods
Well maintained
Unblocked view
Bright and well ventilated 
No West Sun
Available immediate 

*Please call Cindy to view the unit*",D28,All races welcome,North South,,Partially Furnished,Yes,Flexible,Mimosa Park,4 Baths,5 Beds,,S$1.53 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/mimosa-park-condo-yK5hjtRHvMBFdqUe2cVNcB
"Fibre Ready,Aircon,Closet,TV,Sofa,Stove,Fridge,Bed,Low Floor,Oven,Dining Room Furniture,Corner Unit","1,345 sqft (built up)","**Beautiful Spacious**

✅Fully Furnished
✅Spacious Living with comfort
✅Squarish layout 
✅Peaceful windy facing greenery
✅Quiet and Serene
✅Easy Access to Expressway 
✅Mins Drive to Airport, Changi Business Park
✅Mins walk to Pasir Ris West Plaza, Elias mall
✅Mins to Ntuc, Sheng Siong, Gaint

To view please cal : Agent Nick 98599857
PropNex Realty Pte Ltd 
CEA : R002622D",D18,All races welcome,North,,Fully Furnished,Yes,Flexible,775 Pasir Ris Street 71,2 Baths,3 Beds,Not Allowed,S$1.64 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/775-pasir-ris-street-71-hdb-o3MhTPPyBjAwjibJrMbA8U
"Function Room,Water Feature,Gym,Spa Pavilion,Water Channel,Tennis Court,Undrewater Fitness Station,Pond,Outdoor Dining,Fun Pool,Hammocks,Lap Pool,Viewing Deck,Lounge,Swimming Pool,Fountain,Playground,Fitness Corner,Reflexology Path,BBQ",700 sqft (built up),"Just TOP! Brand New Condo For Rent @ North Park Residences ! 

✔️Be the first tenant to stay in this brand new condo unit 
✔️Spacious 2 Bedrooms with 2 Baths plus Balcony  
✔️Bright & Breezy Unit with greenery facing 
✔️Integrated development with shopping mall , supermarket , library and community centre
✔️1 min walk to Yishun 10 Cineplex 
✔️Direct Sheltered Link to Bus Interchange and MRT 
✔️Partial furnished or Fully Furnished can be discussed 

Call Janice Lau 88383393 today to arrange viewing .",D27,All races welcome,North South,,Partially Furnished,,12 months,North Park Residences,2 Baths,2 Beds,Not Allowed,S$3.71 psf,"S$2,600/mo",https://www.99.co/singapore/rent/property/north-park-residences-condo-nAT8D57PMLDB5MRLyxNcTj
"Renovated,Aircon,TV,Sofa,Stove,Fridge,Bed,Walk In Closet,Dryer,Oven,Dining Room Furniture,High Floor,Washer,Closet",560 sqft (built up),"Bring Luggage Only !!
Call Steven/Jamie at 92277207 to view.
Beautiful & tastefully renovated, a soothing Homely feeling. 
Fully furnished with all your Laundry Needs & an Ideal Kitchen for a Chef. 

Centrally Located with the Convenience of doorstep Chinatown MRT station with Connectivity to many parts of Singapore. 
Going to work is a Breeze as it is within the CBD Area.
Amenities are plentiful amidst Shopping & Food Paradise.
Suits working professional or couple.

Call Steven / Jamie  today at 92277207 to view !!!",D01,,,,Fully Furnished,,24 months,32 New Market Road,1 Bath,1 Bed,Not Allowed,S$4.29 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/32-new-market-road-hdb-kiYTTEsvmyBofgfpLi6AxN
"Fitness Corner,Aircon,Stove,Fridge,Jacuzzi,Wading Pool,Utility Room,Dryer,Playground,Oven,Parking,Washer,Patio / PES,Lap Pool,Security,BBQ,Balcony","2,900 sqft (built up)","Fancy a stayacation home in the North?
Everyday is a holiday 
Experience the luxury of a landed home with full condo facilities. 
   Water cascades
   Dining cabana with hydrotherapy pool
   Hydro massage beds n seats
   Sun lounging deck
   Jacuzzi

Short drive to 
 Seletar aerospace
 Australian International School,
 Lycée Français de Singapour  
 Chatsworth Kindergarten. 

Features
pool facing
3 storey
4 rooms+utility+helper's room
balcony
a roof terrace
dry and wet kitchen
store
helper's
two private carpark lots at the basement.
and many more.
Available 25/06/;2018

Call Adeline for housing needs.",D28,,North,,Partially Furnished,,Flexible,Cabana,5 Baths,4 Beds,Allowed,S$1.90 psf,"S$5,500/mo",https://www.99.co/singapore/rent/property/sunrise-terrace-landed-DQpcEFmz9XnZyGJxdVpHNW
"Clubhouse,Loft,High Ceiling,Gym,Sauna,Jacuzzi,Steam Room,Tennis Court,Jet Pool,Aircon,Open Terrace,Bed,Wading Pool,Hydrotherapy Pool,Playground,High Floor,Security,Lap Pool,BBQ,Hydrotherapy Pool",286 sqft (built up),"Rare one bedroom loft unit! 100% move-in condition with unit decorated similar to hotel standard. Contact me for actual unit pictures.

Schools Nearby
 - Cantonment Primary School
 - Outram Park Secondary
 - CHIJ Kellock Primary School

Get spoilt by the restaurants, bars, eateries nearby. There are plenty of choices of hawker food at the market with NTUC and NTUC finest minutes away.

Icon is accessible via Anson Road, Keppel Road, Ayer Rajah Expressway (AYE) and East Coast Parkway Expressway (ECP).

Contact me for viewing & Photos from via Whatsapp

Ong Zi Quan
Propnex Realtor
Hp: 90075735
CEA No: R060007I",D02,All races welcome,,,,,Flexible,Icon,1 Bath,1 Bed,,S$15.38 psf,"S$4,400/mo",https://www.99.co/singapore/rent/property/icon-condo-2fQ45L7CxFKw8UGoyiF84P
"Clubhouse,Gym,Fridge,Jacuzzi,Parking,Security,Sky Terrace,Aircon,Sofa,Pool Deck,Bed,Swimming Pool,Playground,High Floor,Washer,BBQ",474 sqft (built up),"- 7 mins to Novena MRT     
- 1 bedroom with store room & balcony
- Fully & nicely furnished
- Quiet facing with excellent view
- easy access to Balestier
- 474 sq feet
- minimum 1 year lease
- Rental $2700 pm
- Available immediately

Call me at +65 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D12,,,,,,Flexible,Domus,1 Bath,1 Bed,,S$5.65 psf,"S$2,680/mo",https://www.99.co/singapore/rent/property/domus-condo-p4G8znbpCMa6bxNdowKSuK
"Clubhouse,Function Room,Water Feature,Stove,Fridge,Meeting Room,Walk In Closet,Tennis Court,Parking,Sauna,Balcony,Pavilion,Closet,Aircon,Greenery View,Pool Deck,Bed,Swimming Pool,Wading Pool,Spa Pool,Playground,Washer,Bathtub,Gym,BBQ","1,345 sqft (built up)","bukit batok mrt, the jade condo for rent, 3 bed rooms and 3 bathrooms, high floor, partial furnished, windy open view, no afternoon sun, amenities eateries, food centre, west mall shopping mall, shops, school, bus interchange, available immediate, please call 9459  8818",D23,,,,Partially Furnished,Yes,12 months,The Jade,3 Baths,3 Beds,,S$2.45 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/the-jade-condo-sQXLg7GnTFgzmnVHKU3Mn8
"Jogging Track,Clubhouse,Function Room,Games Room,Basketball Court,Water Feature,Stove,Fridge,Jacuzzi,Steam Room,Oven,Parking,Pond,Sky Terrace,Security,Balcony,Pavilion,Aircon,Closet,Swimming Pool,Wading Pool,Waterfall,Fountain,Playground,Fitness Corner,Washer,Pool View,Lap Pool,Gym,BBQ",883 sqft (built up),"Exclusive New Listing
Spacious 2 bedroom 
Comes with enclosed Kitchen 
Lovely Pool View 
Bright Unit
Well maintained by existing tenant
Furnishing can be discussed

Available after 21 March 2019.

For viewing please contact Kong Hwee @ 92229892",D14,,,,Flexible,,Flexible,Waterbank At Dakota,2 Baths,2 Beds,,S$4.19 psf,"S$3,700/mo",https://www.99.co/singapore/rent/property/waterbank-at-dakota-condo-ib3C9TYEc62JjKzxX88mGN
"Clubhouse,Aircon,Tennis Court,Bed,Sauna,Swimming Pool,Wading Pool,Squash Court,Playground,Security,BBQ,Balcony","1,798 sqft (built up)","** Extremely spacious master bedroom and good layout 
** Very limited and exclusive ground floor unit with garden 
** Experience landed feel with condo facilities 
** Quiet and cosy estate

Next to Thomson Plaza and near good schools like Catholic High and Ai Tong.  Surrounded by nature and within walking distance to Lower & Upper Pierce Reservoir, Bishan Park and Macritchie Reservoir.

Please call me to view at 90075735
Ong Zi Quan
CEA No: R060007I",D20,,,,Fully Furnished,,Flexible,The Windsor,2 Baths,3 Beds,,S$2.10 psf,"S$3,780/mo",https://www.99.co/singapore/rent/property/the-windsor-condo-m3wvNuLAosjUYptSysYCj4
"Clubhouse,Dishwasher,Aircon,Squash Court,Sofa,Greenery View,Swimming Pool,Wading Pool,Sea View,Playground,Parking,Security,Gym,Tennis Court,Balcony",S$4.09 psf,"Quiet facing of full Bay View
Immaculate move- in condition Immediately
Open to all! 
Hurry do not miss! 

Pebble Bay is a 99-years leasehold development located at 130 Tanjong Rhu Road in District 15. Completed in 1998, it comprises 510 units. 

Condo Facilities at Pebble bay 

Facilities at Pebble Bay include 24 hours security, basement car park, swimming pool, gym, tennis and squash courts, putting green, driving range, function room, and playground. 

Condo Amenities near Pebble Bay 

Pebble Bay is located minutes walk from the upcoming Stadium MRT station and there is a bus service available nearby. Schools are mostly located within driving distance, whereas several restaurants are sprawled across the area. 

Residents can take short drive to Kallang Leisure Park to for more than just daily necessities. Recreational facilities include the Marina Bay Golf Course and the water sports facilities available at the nearby Kallang basin. 

For vehicle owners, it takes 15-20 minutes to drive to the business hub and the Orchard Road shopping belt, via East Coast Parkway.

Call me at +65 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D15,,,,,,Flexible,Pebble Bay,"2,810 sqft (built up)",4 Beds,,,"S$11,488/mo",https://www.99.co/singapore/rent/property/pebble-bay-condo-dFm6ThiqAssYDSQaZWHwgE
"Jogging Track,Clubhouse,Function Room,Water Feature,Stove,Sea View,Steam Room,Tennis Court,Parking,Karaoke,Sky Terrace,Fun Pool,City View,Aircon,TV,Sofa,Pool Deck,Bed,Spa Pool,Study Room,Fitness Corner,High Floor,Security,Retail Shops,Lap Pool,Gym,BBQ,Playground","1,033 sqft (built up)","Perfect Reasons to fall in love with this unit
 - Suitable for expats, singles & family who love the area 
 - and immaculate view!
 - Full Bay view!
 - Overlooking Singapore iconic landmark MBS
 - High floor and extremely windy!
 - Walking distance to Raffles Place & Downtown MRT station.
 - Get spoilt for choices of restaurants & eateries just downstairs. 

Contact me for viewing! 

Ong Zi Quan
Propnex Realtor
Hp: 90075735
CEA No: R060007I",D01,All races welcome,,,,,Flexible,The Sail @ Marina Bay,2 Baths,2 Beds,,S$5.70 psf,"S$5,888/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-ZUGW9tUaXfLFppQdsbhb4D
"Aircon,Closet,High Ceiling,Sofa,Stove,Fridge,Bed,TV,Top Floor,Dining Room Furniture,Washer,Balcony","1,066 sqft (built up)","1) 10mins walk from Little India MRT Station
2) 1 Bus stop from Novena MRT Station
3) 7 mins drive to Orchard RoadPark MRT and Mustafa shopping district
4) Walking distance to NTUC shop, Tekka & PeK Kio wet markets, food centers & coffee shops
5) Opposite KK Hospital & Tangling Police Headquarters
6) Malls Nearby – United Square, Velocity & Square 

CCTV protected premises.
Whole unit (3 bedroom & 2 baths) for rent 
Walk up apartment
Fully Furnished with Air-conditioning
New Fridge, Stove and Washing Machine


Please call Ong Zi Quan for viewing
CEA REG: R060007I",D08,,,,Fully Furnished,Yes,Flexible,Keng Lee Court,2 Baths,3 Beds,Allowed,S$2.80 psf,"S$2,980/mo",https://www.99.co/singapore/rent/property/keng-lee-court-condo-jBjerjiAfYmjhAdLzk2Ykm
"Clubhouse,Bomb Shelter,Aircon,Gym,Wading Pool,Jacuzzi,Steam Room,Fitness Corner,Parking,Security,Pool View,Lap Pool,Balcony",979 sqft (built up),"Leisure
In the midst of a retail and recreational district…
3 Mins walk-Simon Plaza
8 Mins Walk-Heartland Mall
4 Mins Drive-Hougang Plaza and Hougang Mall
7 Mins Drive-Nex
18 Mins Drive-Orchard Road
20 Mins Drive-CBD

Accessibility
Easy connections to anywhere you desire
4 Mins walk-Kovan MRT Station
8 Mins Drive-Central Expressway
14 Mins MRT-Dhoby Ghaut Interchange
25 Mins Drive-Changi International Airport

Gourmet
Life’s Simple Pleasures at your doorstep
2 Mins Walk-Upper Serangoon Road Eateries
8 Mins Walk-Kovan Hougang Market and Food Centre
5 Mins Drive-Serangoon Gardens Market and Food Centre
6 Mins Drive-MyVillage at Serangoon Garden
6 Mins Drive-Chomp Chomp Food Centre

Education
A step closer to a brighter future
8 Mins Walk-Serangoon Junior College
4 Mins Drive-Montfort Secondary School
5 Mins Drive-Lycee Francais De Singapour
8 Mins Drive-Australian International School
9 Mins Drive-Maris Stella Primary & High School
9 Mins Drive-Nanyang Junior Colledge
10 Mins Drive-Rosyth School
11 Mins Drive-St Andrew’s Village

Emanating Streams of Joy and Happiness. Dipping in Total Indulgences.
Lush Landscaping inspired by the vibrant intersection of the Tartan Patterns maximises the recreational spaces between blocks, generously lined with evergreen trees and palms, Kovan Regency replicates a tropical resort ambience to present a vacation right at home.

Please call me to view at 90075735
Ong Zi Quan
CEA No: R060007I",D19,,,,Partially Furnished,,Flexible,Kovan Regency,2 Baths,3 Beds,,S$3.55 psf,"S$3,480/mo",https://www.99.co/singapore/rent/property/kovan-regency-condo-pKyyjy2dNTRSCfXcs6mHoY
"Clubhouse,Water Feature,Gym,Fridge,Sauna,Jacuzzi,Tennis Court,Parking,Fun Pool,City View,Renovated,Aircon,Swimming Pool,Playground,Fitness Corner,High Floor,Security,Lap Pool,BBQ,Hydrotherapy Pool",985 sqft (built up),"Available on 1st March 2019

Walking distance to Newton MRT.

A 12 storey condo, comprises of 211 units. Balmoral Plaza and Chancery Court are minutes away. 

Belmond Green has full facilities, which includes 24 hours security, covered car park, swimming pool, BBQ pits, gym, fitness corner, Jacuzzi, a library, and a playground. 

Call me at +65 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D10,,,,Partially Furnished,,Flexible,Belmond Green,3 Baths,2 Beds,,S$3.74 psf,"S$3,680/mo",https://www.99.co/singapore/rent/property/belmond-green-condo-FwhzfzfMZMfnPTYTdGKsHh
"Aircon,Closet,TV,Sofa,Stove,Fridge,Bed,Mid Floor,Washer","1,011 sqft (built up)","Nearest Mrt at Chinese Gardens and Jurong East

3 bedrooms unit
Fully Furnished 
Aircon
Asking $2300
Available 1st February 2019

Call / Sms Alan @ 81111552",D22,All races welcome,,05,Fully Furnished,,12 months,260 Jurong East Street 24,2 Baths,3 Beds,Not Allowed,S$2.27 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/260-jurong-east-street-24-hdb-qhVcMamKa99RbBcrxSpdmn
"Jogging Track,Clubhouse,Jacuzzi,Stove,Fridge,Low Floor,Dryer,Tennis Court,Oven,Parking,Security,Balcony,Fibre Ready,Pavilion,Renovated,Closet,TV,Sofa,Pool Deck,Bed,Aircon,Spa Pool,Playground,Dining Room Furniture,Washer,Pool View,Lap Pool,Gym,BBQ",861 sqft (built up),"2bedder Eight Courtyards
# Newest full facilities condominium at the vicinity
# Squarish layout
# Functional kitchen
# No west sun
# Beautiful resort like landscape
# Short walk to Chong Pang City with market, coffee shops & convenience shops
# Short walk to Sembawang Shopping Centre for shopping spree & restaurants
# Free shuttle service to Yishun mrt, bus interchange & new Northpoint mega shopping mall
# Near Ahmad Ibrahim Primary & Secondary Schools
# Contact Renne 94238145 for details & viewing appointment",D27,,West,,Flexible,,Flexible,Eight Courtyards,2 Baths,2 Beds,,S$2.67 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/eight-courtyards-condo-YxdTLvuohK4UE4oB5gQU9Y
"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Fridge,Walk In Closet,Steam Room,Tennis Court,Parking,Security,Balcony,Fun Pool,City View,Retail Shops,Aircon,TV,Sofa,Pool Deck,Bed,Karaoke,Spa Pool,Study Room,Fitness Corner,High Floor,Washer,Sky Terrace,Lap Pool,BBQ,Playground",678 sqft (built up),"Call me at +65 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D01,,,,,,Flexible,The Sail @ Marina Bay,1 Bath,1 Bed,,S$5.73 psf,"S$3,888/mo",https://www.99.co/singapore/rent/property/the-sail-marina-bay-condo-sRRbKjWrJFrjKm3EPbVS6Z
"High Floor,Aircon",S$4.62 psf,"Rare 4BR + 1 + Family Area
Penthouse

One block of 12-storey high-end residential development with total 23 residential apartments. 3-level Penthouse with Home Lift & Swimming Pool. Partial furnished with white goods only. 

Sky Terrace, Swimming pool / children pool, Barbecue Pit, Gymnasium, Clubhouse toilets with steam room.",D10,,,11,,,Flexible,The Oliv,"5,414 sqft (built up)",4 Beds,,,"S$25,000/mo",https://www.99.co/singapore/rent/property/the-oliv-condo-aDWE9J2NywWEBj9FMBXBsB
"Stove,Fridge,Sauna,Squash Court,Tennis Court,Parking,Security,Aircon,Greenery View,Swimming Pool,Playground,Fitness Corner,Washer,Gym,BBQ",710 sqft (built up),"* Private condominium in a tranquil environment, while also within 8-minutes walking distance to Botanic MRT Station via shortcut walkway from main entrance

* Famous Adam Food Centre just stone’s throw away, marketing and amenities can be found in Coronation Shopping Plaza or Serene Centre Shopping Mall

* 715 sqft 1 bedroom 

* Partially furnished. 

Available Immediately Call me @ 90075735 for viewing.

For owners looking to rent out or sell your property, first get your FREE VALUATION at www.landsway.com",D11,,,,,,Flexible,Nineteen Shelford Road,1 Bath,1 Bed,,S$3.65 psf,"S$2,588/mo",https://www.99.co/singapore/rent/property/nineteen-shelford-road-condo-EgPvvJqxDwtvQc4HZuDSRi
"City View,Renovated,Closet,Stove,Fridge,Dryer,High Floor,Washer,Bathtub",818 sqft (built up),"**Riverwalk Apartment comes with full condo facilities

-Good size spacious 1 bedroom apartment of size 818sqft move in renovated condition
-Partial furnished
-Breath taking unblock Marina Bay Sands, Singapore Flyers and CBD view
-Above #18
-Available immediate
-Asking rental $3500

-Swimming pool with City and Marina Bay view
-In the middle of the city hub with balance of working lifestyle and relax chilled out lifestyle
-Strategically located with walking distance to following transportation

*Clarke Quay MRT in 1 minute
*Raffles Place MRT in 5 minutes
*City Hall MRT in 5 minutes

and resturants and pubs in heritage area

*Boat Quay, Robertson Quay and Clarke Quay in 5 minutes
*Club Street and Chinatown in 10 minutes
*Duxton Hill in 15 minutes

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D01,All races welcome,South,,Partially Furnished,Yes,24 months,The Riverwalk,1 Bath,1 Bed,Allowed,S$4.28 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/the-riverwalk-condo-HGuwwg4UqcDfCWY7hKMeYM
"Ground Floor,Security,Closet,Aircon,High Ceiling,Greenery View,Fridge,Walk In Closet,Dryer,Parking,Washer,Patio / PES,Lap Pool,Stove,BBQ",926 sqft (built up),"**The Peak @ Cairnhill I

-For Ground Floor lovers!
-Ground floor with very high ceiling 
-Good size patio which can do private BBQ
-Brand new condition
-Open concept
-Walk in wardrobe in home shelter
-Surrounded by greenery
-Modern condo
-Near Newton MRT
-Walk to Orchard shopping malls
-Available immediate
-Asking $3,500 negotiable

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D09,All races welcome,North South,,,Yes,Flexible,The Peak @ Cairnhill I,1 Bath,1 Bed,Allowed,S$3.78 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/the-peak-cairnhill-i-condo-ap2BpVfeiQkHdSVh3PbEvH
"Clubhouse,Security,Aircon,Sofa,Stove,Fridge,Bed,Sauna,Swimming Pool,Tennis Court,Study Room,Dining Room Furniture,High Floor,Washer,Gym,BBQ,Playground","1,348 sqft (built up)","New Listing! Call 90075735

Tiara is located in Kim Seng Walk in the prestigious District 9.
Near to Orchard mrt station and the upcoming Great World City mrt station.

Schools Available are:
River Valley Primary School
Alexandra Primary School
Zhangde Primary School
ISS International School
Overseas Family School

Amenities close to Tiara are:
Cold Storage (Great World City and Valley Park)
NTUC Fairprice (Valley Park)
Great World City Mall
Valley Park Shopping Centre
Orchard Road Shopping District
Clarke Quay
where restaurants, banks and shops are available.
Restaurants can also be found along Zion Road and River Valley Road.

Facilities include:
Swimming Pool
Suana
Playground
BBQ
Gymnasium
Tennis Court
Car Parks

I am Ong Zi Quan
Call me @ 9007 5735.
",D09,,,,,,Flexible,Tiara,4 Baths,3 Beds,,S$3.62 psf,"S$4,880/mo",https://www.99.co/singapore/rent/property/tiara-condo-9dZCtUXrQFxvMvPVzpbcyK
"Bathtub,Aircon,TV,Sofa,Fridge,Bed,Sauna,Jacuzzi,Swimming Pool,Wading Pool,Dryer,Parking,Dining Room Furniture,Washer,Fibre Ready",797 sqft (built up),"** J C Draycott

-Located within Ardmore Park prestige area, just at the back of Orchard and walking distance to Tanglin and Amercian club
-Excellent move in condition
-2 bedroom unit of size 797sqft
-Facing greenery
-Suitable for singles or small family
-Available immediately
-Asking rental $3,200 negotiable

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D10,All races welcome,North South,,Fully Furnished,Yes,Flexible,J C Draycott,2 Baths,2 Beds,,S$4.02 psf,"S$3,200/mo",https://www.99.co/singapore/rent/property/j-c-draycott-condo-cd6MmhpS6dphTNc8kWkkag
"City View,Security,Renovated,Aircon,Sofa,Greenery View,Parking,Gym,Fridge,Bed,Swimming Pool,Wading Pool,Oven,Dining Room Furniture,High Floor,Washer,Stove,BBQ","1,012 sqft (built up)","Central of Orchard Road next to Paragon!
Full Condo Facilities
Panoramic view of Bukit Timah Reserve

Call me now at 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D12,All races welcome,,,Fully Furnished,,24 months,The Richmond,2 Baths,2 Beds,,S$4.93 psf,"S$4,990/mo",https://www.99.co/singapore/rent/property/the-richmond-condo-s4cpaep3g7GzQdHhHhhtRB
"Renovated,Closet,TV,Sofa,Stove,Fridge,Bed,Aircon,High Floor,Washer",484 sqft (built up),"Nearest Mrt at Boonlay or Lakeside 

1 Bedroom 
Fully Furnished with aircon
Asking $1200
Immediate 

Call / SMS Alan @ 81111552",D22,,,11,Fully Furnished,,12 months,185 Boon Lay Avenue,1 Bath,1 Bed,Not Allowed,S$2.48 psf,"S$1,200/mo",https://www.99.co/singapore/rent/property/185-boon-lay-avenue-hdb-XvqvtivAXNEPZb3Gt8XmKV
